iter	RMSE
172	0.4208936497
173	0.4168509647
174	0.4126634192
175	0.4073593516
176	0.4033468584
177	0.3984011479
178	0.3939822527
179	0.3895284331
180	0.3864274504
181	0.3831978429
182	0.3794410146
183	0.3758267319
184	0.3718477664
185	0.3672701133
186	0.364055043
187	0.3609701189
188	0.3588664556
189	0.3553731784
190	0.3520561983
191	0.348328627
192	0.3443119071
193	0.3407407136
194	0.3371749084
195	0.3336196267
196	0.3305462765
197	0.3269809933
198	0.3236339185
199	0.3210182605
200	0.3195488598
201	0.3173570594
202	0.314194462
203	0.3127548216
204	0.3088552431
205	0.3058195762
206	0.3046400083
207	0.3007770184
208	0.2970259038
209	0.2943900874
210	0.2916706791
211	0.2894824701
212	0.2871306887
213	0.2844365863
214	0.2813592726
215	0.2781289409
216	0.2755636706
217	0.2727103652
218	0.269540978
219	0.2664356158
220	0.2634552375
221	0.2601813438
222	0.2580472005
223	0.2552849374
224	0.2536274873
225	0.2502514817
226	0.2475141411
227	0.2442869067
228	0.2420833346
229	0.2395752568
230	0.2369125873
231	0.2337603651
232	0.231496006
233	0.2296432541
234	0.2272740296
235	0.225008022
236	0.2223375929
237	0.2194895349
238	0.2168227032
239	0.2143619665
240	0.2120282294
241	0.2098709684
242	0.2090889901
243	0.2064378167
244	0.2037346468
245	0.2012660969
246	0.1990036122
247	0.1968709723
248	0.1954606229
249	0.1949622207
250	0.1925967923
251	0.1904844778
252	0.1884598499
253	0.1866775361
254	0.1843752179
255	0.1820548641
256	0.180578099
257	0.178396452
258	0.1765108321
259	0.1749416511
260	0.1726601873
261	0.1711011584
262	0.1689498803
263	0.1677051085
264	0.1659332032
265	0.163972905
266	0.1622785121
267	0.1598965467
268	0.1579151275
269	0.1565191111
270	0.1547808216
271	0.1533171853
272	0.1524305817
273	0.1506098654
274	0.1490699114
275	0.1478546363
276	0.1469463526
277	0.1453309699
278	0.143637153
279	0.1419846175
280	0.1403565992
281	0.138819525
282	0.1371427717
283	0.1358677925
284	0.1343275487
285	0.1330781673
286	0.1317123925
287	0.1305322696
288	0.1292443499
289	0.1278200804
290	0.1264987831
291	0.1252169095
292	0.1242214884
293	0.1228327506
294	0.1213891485
295	0.1198191812
296	0.1187206632
297	0.117603743
298	0.116697005
299	0.115261053
300	0.1142029278
301	0.1128956479
302	0.1118394984
303	0.1106283197
304	0.1096877832
305	0.1085377005
306	0.107363855
307	0.1065286168
308	0.1052844133
309	0.1040983239
310	0.1032298742
311	0.1019825607
312	0.1006358256
313	0.09953144412
314	0.09819172414
315	0.09795357585
316	0.09706056323
317	0.09611116246
318	0.09530681079
319	0.09428863957
320	0.09337099682
321	0.0923947226
322	0.0914383334
323	0.09032173995
324	0.08955157186
325	0.08853577157
326	0.08751438776
327	0.0867771724
328	0.08584664644
329	0.08508366997
330	0.08446214664
331	0.08332939971
332	0.08238809636
333	0.08175835839
334	0.08077161491
335	0.07998738927
336	0.07909161149
337	0.07833421785
338	0.0777334602
339	0.0769648337
340	0.07624213505
341	0.07544965617
342	0.07475013841
343	0.0739035278
344	0.07297678445
345	0.07216780961
346	0.07134890059
347	0.07055863481
348	0.06983167729
349	0.0689806936
350	0.06845306031
351	0.06800309328
352	0.06731126561
353	0.06653598327
354	0.06588760048
355	0.06524120949
356	0.06471434878
357	0.06393800253
358	0.06317397302
359	0.06246150971
360	0.06188772344
361	0.06131840202
362	0.06082493921
363	0.06038108261
364	0.05994656908
365	0.05920646113
366	0.05886652912
367	0.05816361791
368	0.05755862278
369	0.05712222836
370	0.05644955492
371	0.0557110751
372	0.05531287117
373	0.05477324552
374	0.05421141486
375	0.05372401959
376	0.05327691797
377	0.05269433741
378	0.05218067013
379	0.05156908924
380	0.05095160451
381	0.05036937659
382	0.04997161451
383	0.04935714471
384	0.04881255978
385	0.04826975618
386	0.04778042295
387	0.04730262896
388	0.04678758554
389	0.04622317841
390	0.04568130143
391	0.04514831107
392	0.04471407243
393	0.04425301614
394	0.04391955876
395	0.0435557386
396	0.04339690782
397	0.04290979038
398	0.04239927976
399	0.04196459829
400	0.04147684584
401	0.0410342404
402	0.0404224358
403	0.03999715356
404	0.03964650771
405	0.03927570429
406	0.03883986292
407	0.03833981457
408	0.03802781722
409	0.037627743
410	0.03723699229
411	0.03677373176
412	0.03650529998
413	0.03613305516
414	0.03573627743
415	0.03535339758
416	0.03499884952
417	0.0345849456
418	0.03431230612
419	0.03403591609
420	0.03362569403
421	0.03328165252
422	0.03287518892
423	0.03254574324
424	0.0321521173
425	0.03184498738
426	0.03153437025
427	0.03125355977
428	0.03102165141
429	0.03065517341
430	0.0303834932
431	0.03017703804
432	0.02982069466
433	0.02949295254
434	0.02914591836
435	0.02879477182
436	0.02844909767
437	0.02811485033
438	0.02785429496
439	0.02754933401
440	0.0272549508
441	0.02699185324
442	0.02668450152
443	0.02639832821
444	0.02609330083
445	0.02579407404
446	0.02554960859
447	0.02527070748
448	0.02500326572
449	0.02478352896
450	0.02450925637
451	0.02420165751
452	0.02400398165
453	0.023884487
454	0.0236176097
455	0.02332705938
456	0.02312207544
457	0.02287370265
458	0.02266277825
459	0.02244398505
460	0.02226415744
461	0.02197857206
462	0.02174929732
463	0.02159125098
464	0.02141612719
465	0.0212138401
466	0.02097395865
467	0.02075738337
468	0.02054750193
469	0.0203247489
470	0.0201169289
471	0.01991554222
472	0.01977062769
473	0.01952950573
474	0.01933721632
475	0.01913116548
476	0.01893950923
477	0.01877852301
478	0.01865400639
479	0.01845609566
480	0.01829774966
481	0.0180874221
482	0.01793705451
483	0.01776001855
484	0.01763709817
485	0.01749100436
486	0.01730096881
487	0.01714765712
488	0.01696249522
489	0.01675623845
490	0.01656911536
491	0.01640390521
492	0.01628533657
493	0.01611252716
494	0.01592410212
495	0.01578365757
496	0.01560471192
497	0.01542180361
498	0.01528106441
499	0.01514610243
500	0.01504048561
501	0.01492910078
502	0.01478751669
503	0.01461919402
504	0.01443985828
505	0.01427300494
506	0.01416191853
507	0.01400250148
508	0.01388826385
509	0.01373967136
510	0.01367437423
511	0.01354865267
512	0.01335688862
513	0.01322017985
514	0.01307906438
515	0.01295072469
516	0.01281052662
517	0.01267172498
518	0.01250086953
519	0.0124064824
520	0.01227311812
521	0.01215248988
522	0.01201806412
523	0.01192373904
524	0.0117787944
525	0.01169229816
526	0.01158239154
527	0.01146447294
528	0.01135000943
529	0.01124543741
530	0.01113133955
531	0.01100441066
532	0.01089769387
533	0.01076793177
534	0.01064724328
535	0.01053535501
536	0.01043397695
537	0.01031038025
538	0.01022686255
539	0.01012262763
540	0.01003220091
541	0.009927732603
542	0.009822337331
543	0.009721357913
544	0.009623623489
545	0.009502986534
546	0.009427685155
547	0.009322715848
548	0.00923690461
549	0.009137399564
550	0.009046201907
551	0.008964575796
552	0.008871587071
553	0.008766082238
554	0.008700165239
555	0.008615039813
556	0.008536881202
557	0.00846075696
558	0.008368466108
559	0.008283847879
560	0.008216818389
561	0.008105572894
562	0.008055782099
563	0.007974618574
564	0.00788298899
565	0.007822526847
566	0.007729395292
567	0.007651444696
568	0.007597625476
569	0.007496732282
570	0.007407129883
571	0.007342777035
572	0.007258759432
573	0.007189512475
574	0.007102728102
575	0.007038256786
576	0.006961211757
577	0.006886319011
578	0.006830627776
579	0.006764836318
580	0.006707629862
581	0.006660712518
582	0.006576762465
583	0.006499903296
584	0.006434507997
585	0.006346056492
586	0.006265533052
587	0.006190059612
588	0.006113300792
589	0.006047213097
590	0.005965671855
591	0.005908077508
592	0.005842296206
593	0.005768188819
594	0.005703005541
595	0.005646333215
596	0.005589443541
597	0.005534632568
598	0.005463796033
599	0.005404945517
600	0.005357650004
601	0.005300880747
602	0.005243509866
603	0.005181418484
604	0.005136422183
605	0.005091210624
606	0.005044653163
607	0.004981212393
608	0.004919371021
609	0.004854301148
610	0.004811667762
611	0.004758252024
612	0.004711842888
613	0.004663676283
614	0.004603709789
615	0.004561255696
616	0.004529820105
617	0.004478525393
618	0.004445950216
619	0.004397906
620	0.004361234657
621	0.004319372602
622	0.004292363436
623	0.004246309504
624	0.004200222261
625	0.004158859601
626	0.00412119509
627	0.004071988556
628	0.004030989687
629	0.003984637809
630	0.003943121213
631	0.003910733213
632	0.003871321752
633	0.003836644782
634	0.003791399577
635	0.003744420674
636	0.00371907875
637	0.003679559687
638	0.00364115249
639	0.003605707714
640	0.003572225094
641	0.003530082548
642	0.003497148974
643	0.003474892973
644	0.003439874771
645	0.003408065464
646	0.003370728026
647	0.00334849794
648	0.00332316698
649	0.00329126757
650	0.003255170672
651	0.003221641571
652	0.003180406097
653	0.003146604136
654	0.003112999851
655	0.003091731169
656	0.003085139436
657	0.003057513091
658	0.003035921941
659	0.00300121867
660	0.002972826049
661	0.002941308163
662	0.002911286577
663	0.002887391352
664	0.002852859966
665	0.002821989881
666	0.002798868783
667	0.002769102733
668	0.00274143546
669	0.002708696656
670	0.002682272983
671	0.002674806133
672	0.002653402097
673	0.002630903182
674	0.00260549156
675	0.002581633376
676	0.002570820073
677	0.002540632632
678	0.002511502884
679	0.002483345391
680	0.002448656375
681	0.002421325077
682	0.002400640654
683	0.002374330721
684	0.002347611279
685	0.002322681127
686	0.00230039358
687	0.002281358302
688	0.002258650471
689	0.002233766966
690	0.002209800051
691	0.0021992241
692	0.002174053054
693	0.00215854839
694	0.002139733213
695	0.002115676767
696	0.002099993675
697	0.002082199153
698	0.002059913807
699	0.002038079022
700	0.002020080748
701	0.001995936775
702	0.001977550641
703	0.001960234777
704	0.001934761539
705	0.00191218031
706	0.001892231721
707	0.001877383295
708	0.001858487434
709	0.001835659963
710	0.001817194041
711	0.001803688906
712	0.00178531024
713	0.001768081788
714	0.00174932532
715	0.001732216195
716	0.001711362256
717	0.001691024671
718	0.001676902102
719	0.001662069462
720	0.001643821326
721	0.001624314721
722	0.001609249357
723	0.001587863496
724	0.001572878747
725	0.001567373804
726	0.001554313521
727	0.001540776093
728	0.001526157339
729	0.001510287284
730	0.001495956612
731	0.00147735492
732	0.001462991247
733	0.001450753493
734	0.001434588344
735	0.001428613566
736	0.001411517241
737	0.00139701282
738	0.001378609794
739	0.001365444672
740	0.001350525561
741	0.001346938916
742	0.001332599101
743	0.001316346817
744	0.001301535138
745	0.001290525182
746	0.001280068246
747	0.001266465609
748	0.001254413197
749	0.001240286639
750	0.001226930323
751	0.001213038372
752	0.001210721786
753	0.001196963845
754	0.001184865761
755	0.00117477312
756	0.001162086164
757	0.001155395021
758	0.001146472716
759	0.00113579385
760	0.00112438657
761	0.001110130443
762	0.001094985794
763	0.001087974125
764	0.001078646681
765	0.001065075069
766	0.001051898331
767	0.00104083523
768	0.001029134536
769	0.001020117247
770	0.001007734972
771	0.0009993307123
772	0.0009888269703
773	0.0009805711184
774	0.0009710651989
775	0.000961817215
776	0.0009550397575
777	0.0009490150793
778	0.0009395934097
779	0.0009277824546
780	0.0009173752005
781	0.0009061975807
782	0.0008973796939
783	0.0008879323154
784	0.0008789929555
785	0.0008697532356
786	0.0008602891758
787	0.0008516975887
788	0.0008406265462
789	0.0008329071572
790	0.0008251646561
791	0.0008156296066
792	0.0008046657717
793	0.000797746846
794	0.0007874224741
795	0.0007813043321
796	0.000772259306
797	0.0007642269725
798	0.0007573900632
799	0.0007523787202
800	0.0007498354052
801	0.000741237586
802	0.0007333218153
803	0.0007245630335
804	0.0007151421586
805	0.0007087090802
806	0.0007004327238
807	0.0006933008348
808	0.0006851699379
809	0.000675623248
810	0.0006678380018
811	0.0006615023162
812	0.0006546552122
813	0.0006480636773
814	0.000641136187
815	0.0006358059119
816	0.0006309087414
817	0.0006260110684
818	0.0006243458936
819	0.0006169458246
820	0.0006088941421
821	0.0006039928279
822	0.0005986103575
823	0.0005934023366
824	0.0005876218727
825	0.0005801466209
826	0.0005740383761
827	0.0005673576675
828	0.0005622022203
829	0.0005592268777
830	0.0005524335702
831	0.0005470058377
832	0.0005429303313
833	0.000538182048
834	0.0005319679883
835	0.0005258987565
836	0.0005194442391
837	0.0005136616249
838	0.0005085113711
839	0.0005037714853
840	0.0004994552514
841	0.0004937268009
842	0.0004883843668
843	0.0004827069091
844	0.0004770538825
845	0.0004706967968
846	0.0004661910091
847	0.0004615440883
848	0.0004573342402
849	0.0004523249792
850	0.0004467687023
851	0.0004423688617
852	0.0004372453839
853	0.0004324629658
854	0.0004273446043
855	0.0004235435546
856	0.0004191022062
857	0.0004147794227
858	0.0004119618853
859	0.0004072573857
860	0.0004038116594
861	0.0003992750735
862	0.0003957787032
863	0.000391355843
864	0.0003885739747
865	0.00038546843
866	0.0003816591836
867	0.0003777167594
868	0.0003735060413
869	0.0003693917909
870	0.0003647609251
871	0.0003613150857
872	0.0003571231003
873	0.0003529331758
874	0.0003489871801
875	0.0003450461603
876	0.0003421430071
877	0.0003383086941
878	0.0003342464465
879	0.0003318498469
880	0.0003284533974
881	0.0003251528933
882	0.0003224970057
883	0.0003204562895
884	0.0003174119612
885	0.0003144469844
886	0.0003115020185
887	0.0003075347534
888	0.0003040913033
889	0.0003015782832
890	0.0003005291109
891	0.000299771274
892	0.0002963958095
893	0.0002941601755
894	0.0002914957778
895	0.0002885956061
896	0.0002860397837
897	0.0002831457202
898	0.0002819234978
899	0.0002784792827
900	0.0002753849907
901	0.0002720877783
902	0.0002689484185
903	0.0002656602999
904	0.0002628878616
905	0.0002602922165
906	0.0002572457012
907	0.0002550881512
908	0.0002526240326
909	0.0002496007393
910	0.0002469433587
911	0.0002443944482
912	0.0002415340099
913	0.000240841395
914	0.0002384318688
915	0.0002364180978
916	0.0002338604616
917	0.0002312494631
918	0.0002294820159
919	0.0002267742682
920	0.0002242452135
921	0.0002220910144
922	0.0002198990625
923	0.0002171592741
924	0.0002165601141
925	0.0002147250819
926	0.0002121230214
927	0.0002094809729
928	0.0002070107126
929	0.0002052818227
930	0.0002035501509
931	0.0002013301282
932	0.0001993359917
933	0.0001978474338
934	0.000196179409
935	0.0001942527945
936	0.0001925131249
937	0.0001909389955
938	0.0001888791699
939	0.0001872466658
940	0.0001849858703
941	0.000183282501
942	0.0001819561691
943	0.0001814708376
944	0.0001797572736
945	0.0001784707351
946	0.0001769209696
947	0.0001747199108
948	0.0001730958232
949	0.0001709484041
950	0.0001692354477
951	0.0001669377338
952	0.0001657396991
953	0.0001638469208
954	0.0001622234463
955	0.0001602703926
956	0.0001587316802
957	0.0001570045384
958	0.0001555706558
959	0.0001536762331
960	0.000152194273
961	0.0001503158822
962	0.0001492131133
963	0.0001480054095
964	0.0001463702442
965	0.000145044167
966	0.0001434194023
967	0.0001419465123
968	0.0001409607913
969	0.0001404792981
970	0.0001389474437
971	0.0001375623514
972	0.0001362330877
973	0.0001344785916
974	0.0001328901145
975	0.0001314303815
976	0.0001299706887
977	0.0001287892653
978	0.0001281483217
979	0.0001272167101
980	0.0001256936988
981	0.0001244723955
982	0.0001229599108
983	0.0001215541346
984	0.0001200021727
985	0.0001185790982
986	0.0001173066169
987	0.0001164709443
988	0.0001149619027
989	0.000114049757
990	0.000112847534
991	0.0001120094132
992	0.0001107274965
993	0.0001096590962
994	0.0001087402775
995	0.0001079336272
996	0.0001070173169
997	0.0001059573212
998	0.0001052434241
999	0.0001042215696
1000	0.0001036549008
1001	0.0001035366571
1002	0.0001028284664
1003	0.0001018019149
1004	0.0001005507994
1005	9.964863269e-05
1006	9.840677521e-05
1007	9.800431881e-05
1008	9.720074791e-05
1009	9.654233874e-05
1010	9.563942619e-05
1011	9.478959423e-05
1012	9.408153277e-05
1013	9.320540633e-05
1014	9.212051472e-05
1015	9.118410986e-05
1016	9.068000025e-05
1017	8.966955146e-05
1018	8.880869639e-05
1019	8.770734386e-05
1020	8.692063916e-05
1021	8.604331595e-05
1022	8.520111876e-05
1023	8.417646373e-05
1024	8.3321583e-05
1025	8.245041634e-05
1026	8.174924001e-05
1027	8.094257062e-05
1028	8.007603466e-05
1029	7.922032974e-05
1030	7.847631021e-05
1031	7.773302464e-05
1032	7.696215346e-05
1033	7.609977008e-05
1034	7.529236031e-05
1035	7.475774555e-05
1036	7.457197653e-05
1037	7.414602796e-05
1038	7.326897059e-05
1039	7.267676196e-05
1040	7.20191679e-05
1041	7.122700308e-05
1042	7.054266381e-05
1043	6.971732455e-05
1044	6.898925726e-05
1045	6.813510058e-05
1046	6.740341356e-05
1047	6.665132884e-05
1048	6.657533973e-05
1049	6.599690942e-05
1050	6.56178559e-05
1051	6.483443613e-05
1052	6.41219243e-05
1053	6.348702789e-05
1054	6.267109828e-05
1055	6.19124005e-05
1056	6.135402319e-05
1057	6.043577476e-05
1058	5.97529024e-05
1059	5.912478176e-05
1060	5.848161174e-05
1061	5.785395103e-05
1062	5.730760594e-05
1063	5.676157985e-05
1064	5.661725047e-05
1065	5.614867792e-05
1066	5.55285577e-05
1067	5.510657908e-05
1068	5.466974949e-05
1069	5.404900801e-05
1070	5.345737496e-05
1071	5.338616411e-05
1072	5.276867944e-05
1073	5.22072779e-05
1074	5.172457671e-05
1075	5.114977599e-05
1076	5.057585512e-05
1077	5.023289661e-05
1078	4.96841359e-05
1079	4.936369246e-05
1080	4.890578808e-05
1081	4.881992953e-05
1082	4.825865809e-05
1083	4.779893648e-05
1084	4.74058406e-05
1085	4.681358895e-05
1086	4.631822782e-05
1087	4.577668405e-05
1088	4.529305503e-05
1089	4.496459172e-05
1090	4.45323676e-05
1091	4.40983428e-05
1092	4.368771193e-05
1093	4.314840787e-05
1094	4.266480824e-05
1095	4.214237801e-05
1096	4.17023556e-05
1097	4.153193091e-05
1098	4.101429182e-05
1099	4.05636531e-05
1100	4.023912475e-05
1101	3.994642928e-05
1102	3.980604146e-05
1103	3.941795795e-05
1104	3.910646236e-05
1105	3.871342198e-05
1106	3.824989094e-05
1107	3.787344177e-05
1108	3.758731768e-05
1109	3.748758058e-05
1110	3.717205852e-05
1111	3.67940568e-05
1112	3.643675866e-05
1113	3.607699581e-05
1114	3.565605312e-05
1115	3.528616974e-05
1116	3.494828476e-05
1117	3.466815946e-05
1118	3.433782565e-05
1119	3.395629294e-05
1120	3.357425365e-05
1121	3.353416575e-05
1122	3.321192459e-05
1123	3.295709412e-05
1124	3.252740278e-05
1125	3.218401103e-05
1126	3.188472965e-05
1127	3.15867575e-05
1128	3.12589202e-05
1129	3.091303575e-05
1130	3.061423577e-05
1131	3.029589309e-05
1132	2.999238503e-05
1133	2.977330177e-05
1134	2.943812694e-05
1135	2.915402368e-05
1136	2.885602288e-05
1137	2.856905845e-05
1138	2.822290568e-05
1139	2.798273883e-05
1140	2.771186654e-05
1141	2.739904398e-05
1142	2.709151267e-05
1143	2.675511729e-05
1144	2.65821308e-05
1145	2.642898117e-05
1146	2.613255722e-05
1147	2.58543717e-05
1148	2.555775368e-05
1149	2.534295317e-05
1150	2.509211861e-05
1151	2.50138842e-05
1152	2.497085676e-05
1153	2.473453685e-05
1154	2.4487655e-05
1155	2.4247791e-05
1156	2.401496878e-05
1157	2.376326573e-05
1158	2.35642326e-05
1159	2.333255113e-05
1160	2.302547931e-05
1161	2.277994651e-05
1162	2.254491229e-05
1163	2.232736381e-05
1164	2.212273619e-05
1165	2.186607908e-05
1166	2.161917268e-05
1167	2.137183927e-05
1168	2.112658799e-05
1169	2.094341679e-05
1170	2.073538657e-05
1171	2.049639098e-05
1172	2.030313255e-05
1173	2.008039731e-05
1174	1.986401694e-05
1175	1.963533305e-05
1176	1.946624187e-05
1177	1.926262057e-05
1178	1.913132501e-05
1179	1.892832741e-05
1180	1.880320764e-05
1181	1.877028334e-05
1182	1.852881602e-05
1183	1.834072793e-05
1184	1.822038129e-05
1185	1.799852505e-05
1186	1.782688175e-05
1187	1.76332302e-05
1188	1.758713813e-05
1189	1.744095675e-05
1190	1.726621206e-05
1191	1.706460427e-05
1192	1.693619611e-05
1193	1.680213883e-05
1194	1.674574917e-05
1195	1.656609636e-05
1196	1.653553906e-05
1197	1.648048612e-05
1198	1.629042742e-05
1199	1.612742667e-05
1200	1.594824279e-05
1201	1.576590347e-05
1202	1.560151194e-05
1203	1.541031767e-05
1204	1.522724724e-05
1205	1.507122228e-05
1206	1.498555758e-05
1207	1.484293925e-05
1208	1.473108655e-05
1209	1.461115528e-05
1210	1.446691619e-05
1211	1.43171445e-05
1212	1.421229726e-05
1213	1.405430934e-05
1214	1.392701865e-05
1215	1.378746147e-05
1216	1.366044367e-05
1217	1.347170242e-05
1218	1.337817768e-05
1219	1.321917797e-05
1220	1.30877983e-05
1221	1.305305547e-05
1222	1.293190509e-05
1223	1.279524521e-05
1224	1.269210599e-05
1225	1.261212046e-05
1226	1.248093851e-05
1227	1.2358825e-05
1228	1.22062576e-05
1229	1.216862664e-05
1230	1.204376898e-05
1231	1.194359348e-05
1232	1.181566762e-05
1233	1.169803507e-05
1234	1.15874371e-05
1235	1.146768549e-05
1236	1.134026747e-05
1237	1.123628727e-05
1238	1.111284536e-05
1239	1.103399961e-05
1240	1.094142326e-05
1241	1.084466291e-05
1242	1.081864947e-05
1243	1.069731788e-05
1244	1.06869913e-05
1245	1.057796195e-05
1246	1.047348255e-05
1247	1.036417567e-05
1248	1.029859537e-05
1249	1.019721836e-05
1250	1.010245463e-05
1251	1.000272885e-05
1252	9.899961503e-06
1253	9.858008963e-06
1254	9.765963073e-06
1255	9.679993556e-06
1256	9.604952254e-06
1257	9.493796109e-06
1258	9.457065723e-06
1259	9.38977996e-06
1260	9.31736497e-06
1261	9.217369419e-06
1262	9.102116263e-06
1263	9.044086761e-06
1264	8.947062866e-06
1265	8.89105449e-06
1266	8.788536622e-06
1267	8.687031763e-06
1268	8.59502799e-06
1269	8.488806874e-06
1270	8.38665355e-06
1271	8.324629887e-06
1272	8.277177811e-06
1273	8.214739904e-06
1274	8.123983517e-06
1275	8.047773115e-06
1276	7.98663077e-06
1277	7.913155722e-06
1278	7.824446822e-06
1279	7.806334203e-06
1280	7.73796704e-06
1281	7.657567955e-06
1282	7.562852116e-06
1283	7.503907788e-06
1284	7.459692979e-06
1285	7.398138758e-06
1286	7.338159987e-06
1287	7.28517467e-06
1288	7.218784176e-06
1289	7.159846112e-06
1290	7.133841119e-06
1291	7.121724495e-06
1292	7.062181681e-06
1293	7.043471544e-06
1294	6.999348102e-06
1295	6.923609051e-06
1296	6.852030803e-06
1297	6.788740654e-06
1298	6.71511368e-06
1299	6.640609022e-06
1300	6.571750773e-06
1301	6.50046165e-06
1302	6.433722827e-06
1303	6.359256264e-06
1304	6.295891852e-06
1305	6.220905872e-06
1306	6.14727001e-06
1307	6.071505492e-06
1308	6.013722761e-06
1309	5.94411574e-06
1310	5.931387363e-06
1311	5.866723826e-06
1312	5.816721707e-06
1313	5.762536586e-06
1314	5.692343338e-06
1315	5.610557747e-06
1316	5.565055141e-06
1317	5.523277168e-06
1318	5.505713768e-06
1319	5.449716902e-06
1320	5.401881463e-06
1321	5.344744227e-06
1322	5.294062139e-06
1323	5.231763352e-06
1324	5.174313432e-06
1325	5.122296778e-06
1326	5.116530962e-06
1327	5.073287797e-06
1328	5.033175868e-06
1329	4.976554684e-06
1330	4.921282573e-06
1331	4.873965494e-06
1332	4.821471907e-06
1333	4.811802445e-06
1334	4.75450729e-06
1335	4.709043986e-06
1336	4.658313193e-06
1337	4.626733496e-06
1338	4.581279995e-06
1339	4.550795183e-06
1340	4.500665157e-06
1341	4.473426239e-06
1342	4.428908246e-06
1343	4.381213652e-06
1344	4.329679628e-06
1345	4.284926859e-06
1346	4.235386418e-06
1347	4.189424784e-06
1348	4.177055197e-06
1349	4.133769891e-06
1350	4.096376641e-06
1351	4.05658779e-06
1352	4.002583972e-06
1353	3.95067007e-06
1354	3.915087084e-06
1355	3.878150483e-06
1356	3.871913857e-06
1357	3.838575596e-06
1358	3.799145559e-06
1359	3.76444128e-06
1360	3.729435555e-06
1361	3.698532727e-06
1362	3.658521837e-06
1363	3.624948151e-06
1364	3.585626046e-06
1365	3.543852115e-06
1366	3.505106254e-06
1367	3.473829953e-06
1368	3.438973086e-06
1369	3.408826548e-06
1370	3.371325763e-06
1371	3.330197522e-06
1372	3.289708371e-06
1373	3.26922114e-06
1374	3.235285706e-06
1375	3.204003818e-06
1376	3.173713624e-06
1377	3.153097087e-06
1378	3.128082634e-06
1379	3.109892005e-06
1380	3.077417289e-06
1381	3.040247299e-06
1382	3.011869062e-06
1383	2.98355985e-06
1384	2.959728371e-06
1385	2.927759474e-06
1386	2.908177761e-06
1387	2.873119007e-06
1388	2.845344933e-06
1389	2.818410623e-06
1390	2.787170832e-06
1391	2.768066195e-06
1392	2.732493751e-06
1393	2.709782494e-06
1394	2.679973396e-06
1395	2.648386919e-06
1396	2.619705255e-06
1397	2.594443815e-06
1398	2.571798077e-06
1399	2.543494448e-06
1400	2.527368992e-06
1401	2.520266929e-06
1402	2.494796734e-06
1403	2.471244886e-06
1404	2.446545616e-06
