iter	Passed	Remaining
821	173006	79557
822	173200	79339
823	173397	79123
824	173592	78905
825	173784	78686
826	173975	78467
827	174167	78249
828	174362	78032
829	174555	77813
830	174758	77600
831	174959	77386
832	175172	77176
833	175380	76965
834	175573	76747
835	175765	76529
836	175963	76313
837	176154	76095
838	176345	75876
839	176551	75664
840	176752	75450
841	176984	75250
842	177208	75045
843	177425	74838
844	177637	74628
845	177904	74442
846	178135	74240
847	178347	74031
848	178543	73814
849	178747	73602
850	178964	73394
851	179159	73178
852	179355	72961
853	179550	72745
854	179745	72528
855	179933	72309
856	180114	72087
857	180298	71867
858	180488	71649
859	180689	71435
860	180882	71218
861	181077	71002
862	181274	70787
863	181467	70570
864	181661	70354
865	181865	70142
866	182067	69929
867	182282	69720
868	182500	69514
869	182709	69303
870	182931	69098
871	183127	68882
872	183322	68667
873	183516	68451
874	183709	68235
875	183903	68019
876	184107	67807
877	184301	67591
878	184494	67375
879	184682	67157
880	184870	66939
881	185057	66721
882	185240	66501
883	185444	66290
884	185651	66079
885	185860	65869
886	186049	65652
887	186246	65438
888	186434	65220
889	186631	65006
890	186815	64787
891	187007	64571
892	187203	64357
893	187406	64145
894	187621	63937
895	187829	63727
896	188092	63536
897	188402	63360
898	188668	63169
899	188871	62957
900	189065	62742
901	189274	62531
902	189472	62318
903	189665	62102
904	189864	61889
905	190075	61680
906	190289	61471
907	190505	61263
908	190708	61051
909	190909	60839
910	191108	60626
911	191308	60413
912	191514	60202
913	191735	59996
914	191964	59792
915	192243	59603
916	192508	59410
917	192752	59211
918	192983	59007
919	193181	58794
920	193364	58576
921	193547	58358
922	193735	58141
923	193933	57928
924	194126	57713
925	194326	57500
926	194521	57286
927	194708	57069
928	194899	56854
929	195099	56641
930	195300	56429
931	195504	56218
932	195730	56012
933	195946	55804
934	196168	55598
935	196407	55397
936	196632	55191
937	196837	54980
938	197057	54773
939	197272	54564
940	197478	54353
941	197676	54140
942	197871	53926
943	198063	53712
944	198263	53499
945	198484	53292
946	198681	53079
947	198897	52871
948	199155	52674
949	199404	52474
950	199733	52296
951	199991	52098
952	200227	51895
953	200454	51689
954	200687	51485
955	200884	51271
956	201077	51057
957	201264	50841
958	201459	50627
959	201658	50414
960	201857	50201
961	202065	49991
962	202272	49780
963	202518	49579
964	202758	49376
965	203004	49174
966	203253	48974
967	203453	48761
968	203654	48549
969	203852	48336
970	204056	48124
971	204259	47912
972	204452	47698
973	204672	47490
974	204901	47284
975	205140	47081
976	205380	46878
977	205628	46676
978	205859	46470
979	206055	46257
980	206247	46043
981	206441	45829
982	206636	45615
983	206830	45401
984	207036	45190
985	207242	44979
986	207446	44768
987	207651	44556
988	207849	44344
989	208084	44139
990	208353	43941
991	208609	43740
992	208875	43541
993	209177	43350
994	209436	43150
995	209645	42939
996	209875	42732
997	210107	42526
998	210320	42316
999	210536	42107
1000	210757	41898
1001	210983	41691
1002	211210	41483
1003	211433	41275
1004	211640	41064
1005	211836	40851
1006	212031	40637
1007	212229	40424
1008	212427	40211
1009	212637	40001
1010	212856	39792
1011	213099	39587
1012	213338	39382
1013	213565	39174
1014	213761	38961
1015	213955	38747
1016	214151	38534
1017	214343	38320
1018	214544	38108
1019	214746	37896
1020	214985	37690
1021	215215	37483
1022	215441	37275
1023	215686	37071
1024	215929	36866
1025	216155	36657
1026	216347	36444
1027	216549	36231
1028	216745	36018
1029	216950	35807
1030	217157	35596
1031	217363	35384
1032	217581	35175
1033	217854	34974
1034	218141	34776
1035	218451	34581
1036	218671	34371
1037	218875	34159
1038	219066	33945
1039	219264	33733
1040	219452	33518
1041	219646	33305
1042	219841	33092
1043	220055	32881
1044	220245	32668
1045	220451	32456
1046	220643	32243
1047	220838	32030
1048	221040	31817
1049	221232	31604
1050	221427	31391
1051	221640	31181
1052	221893	30976
1053	222207	30780
1054	222448	30573
1055	222637	30359
1056	222829	30146
1057	223017	29932
1058	223220	29720
1059	223424	29508
1060	223622	29296
1061	223818	29083
1062	224013	28870
1063	224214	28658
1064	224410	28446
1065	224596	28232
1066	224788	28019
1067	224983	27806
1068	225182	27594
1069	225368	27381
1070	225563	27168
1071	225763	26956
1072	225977	26746
1073	226184	26535
1074	226377	26322
1075	226566	26109
1076	226763	25897
1077	226954	25685
1078	227146	25472
1079	227371	25263
1080	227644	25059
1081	227896	24853
1082	228106	24643
1083	228293	24429
1084	228477	24216
1085	228673	24004
1086	228871	23792
1087	229062	23579
1088	229247	23366
1089	229443	23154
1090	229653	22944
1091	229856	22733
1092	230060	22521
1093	230267	22311
1094	230457	22098
1095	230650	21886
1096	230852	21675
1097	231051	21463
1098	231251	21252
1099	231447	21040
1100	231635	20828
1101	231829	20616
1102	232025	20404
1103	232219	20193
1104	232404	19980
1105	232594	19768
1106	232775	19555
1107	232964	19343
1108	233147	19131
1109	233331	18918
1110	233517	18706
1111	233702	18494
1112	233886	18282
1113	234075	18070
1114	234260	17858
1115	234441	17646
1116	234627	17434
1117	234815	17222
1118	235001	17010
1119	235184	16798
1120	235373	16587
1121	235557	16375
1122	235740	16163
1123	235928	15952
1124	236118	15741
1125	236297	15529
1126	236481	15317
1127	236665	15106
1128	236846	14894
1129	237030	14683
1130	237215	14472
1131	237402	14260
1132	237587	14049
1133	237765	13838
1134	237940	13626
1135	238113	13414
1136	238293	13203
1137	238478	12992
1138	238663	12781
1139	238848	12570
1140	239028	12359
1141	239212	12149
1142	239394	11938
1143	239576	11727
1144	239760	11516
1145	239943	11306
1146	240130	11095
1147	240314	10885
1148	240508	10675
1149	240690	10464
1150	240872	10254
1151	241060	10044
1152	241247	9834
1153	241434	9623
1154	241616	9413
1155	241793	9203
1156	241967	8992
1157	242146	8782
1158	242323	8572
1159	242503	8362
1160	242685	8152
1161	242865	7942
1162	243052	7732
1163	243237	7522
1164	243420	7313
1165	243597	7103
1166	243779	6893
1167	243964	6683
1168	244147	6474
1169	244327	6264
1170	244509	6055
1171	244692	5845
1172	244879	5636
1173	245063	5427
1174	245246	5218
1175	245430	5008
1176	245609	4799
1177	245794	4590
1178	245978	4381
1179	246161	4172
1180	246351	3963
1181	246525	3754
1182	246701	3545
1183	246883	3336
1184	247064	3127
1185	247254	2918
1186	247435	2709
1187	247612	2501
1188	247787	2292
1189	247964	2083
1190	248139	1875
1191	248324	1666
1192	248508	1458
1193	248694	1249
1194	248876	1041
1195	249058	832
1196	249239	624
1197	249421	416
1198	249602	208
1199	249781	0
