iter	RMSE
160	0.9356880762
161	0.9311360079
162	0.9273235163
163	0.9234184222
164	0.9192736736
165	0.9157120032
166	0.9121898727
167	0.9088628817
168	0.9044489733
169	0.9016175621
170	0.8997131841
171	0.8948076793
172	0.892246651
173	0.8891165798
174	0.8869220037
175	0.8841363146
176	0.8813244358
177	0.8776047773
178	0.8751300714
179	0.8719040887
180	0.8677056189
181	0.864970714
182	0.8614249851
183	0.8585448278
184	0.8562360474
185	0.8531690319
186	0.8499058817
187	0.8465805452
188	0.8452458093
189	0.8419679216
190	0.8389096108
191	0.8350369768
192	0.8306592205
193	0.8282585977
194	0.8246665679
195	0.822526374
196	0.8189045693
197	0.8155543007
198	0.8131911466
199	0.8100485069
200	0.8066814887
201	0.8031561606
202	0.7988074619
203	0.7971556499
204	0.7937628821
205	0.7904750112
206	0.7881470738
207	0.7862404338
208	0.7836799855
209	0.7806520656
210	0.7778840159
211	0.7747756459
212	0.7720539431
213	0.7696531447
214	0.7671596244
215	0.7647497283
216	0.7618536715
217	0.7587286713
218	0.7561414173
219	0.7525989378
220	0.7494219518
221	0.7471563726
222	0.7448920105
223	0.742210876
224	0.7389209477
225	0.7364199032
226	0.7347368495
227	0.7323649762
228	0.729391464
229	0.7252277797
230	0.7227204726
231	0.7207393445
232	0.7192236331
233	0.7166225051
234	0.7146071311
235	0.7112241796
236	0.7084595135
237	0.7064139193
238	0.7029622151
239	0.7017550595
240	0.6994844681
241	0.6972535588
242	0.6956257298
243	0.6935214761
244	0.6923197566
245	0.691220289
246	0.6890618697
247	0.6858215025
248	0.682413194
249	0.6796653305
250	0.6770662318
251	0.6740674552
252	0.6720940539
253	0.6702915905
254	0.6689869033
255	0.666890378
256	0.6644732781
257	0.6617928318
258	0.6590900519
259	0.6562928146
260	0.6546193296
261	0.651856387
262	0.6487955667
263	0.646209263
264	0.6445399393
265	0.6418543836
266	0.6400633292
267	0.6376517928
268	0.6354479118
269	0.633154558
270	0.6313870817
271	0.6282589169
272	0.6258791719
273	0.624879507
274	0.6222804593
275	0.6209577251
276	0.6195327223
277	0.6173018356
278	0.6144155421
279	0.6121600608
280	0.6093794975
281	0.6080843035
282	0.6054948039
283	0.6028948331
284	0.5999696564
285	0.5969965854
286	0.5939811082
287	0.5911232431
288	0.5899484593
289	0.5879420663
290	0.5853144821
291	0.5832186409
292	0.5809200576
293	0.5779741225
294	0.5765977835
295	0.5751372522
296	0.5737306955
297	0.5711273279
298	0.5698543984
299	0.5673115938
300	0.5658595989
301	0.5630624995
302	0.5594453933
303	0.5566414007
304	0.5545734372
305	0.5531645767
306	0.5516884723
307	0.5505108996
308	0.5474195779
309	0.5453304628
310	0.542769419
311	0.5411133017
312	0.5391538764
313	0.5382520525
314	0.5359849729
315	0.533253586
316	0.5303975683
317	0.5291595
318	0.5285225722
319	0.5274086929
320	0.5249318597
321	0.5222449968
322	0.5198761694
323	0.5188978396
324	0.5167357126
325	0.5151761557
326	0.5129991217
327	0.5109672294
328	0.5083244141
329	0.5066454558
330	0.5053766393
331	0.5031013977
332	0.5005231533
333	0.4987292007
334	0.4980463332
335	0.4964151584
336	0.4944731127
337	0.4924328073
338	0.4913278553
339	0.4893281074
340	0.4876291586
341	0.4858486732
342	0.4849425449
343	0.4833811515
344	0.481649145
345	0.4791283663
346	0.4773845582
347	0.4764369496
348	0.4740691338
349	0.4718556147
350	0.4696269414
351	0.4678110189
352	0.465559483
353	0.4643513895
354	0.4619813006
355	0.460532035
356	0.458539113
357	0.4564817997
358	0.4547096549
359	0.4528425089
360	0.4511850976
361	0.4500452311
362	0.4482799846
363	0.4469225953
364	0.4440334611
365	0.4420523269
366	0.4400774666
367	0.4393624431
368	0.4381061936
369	0.4358994659
370	0.434743233
371	0.4341089987
372	0.4327017661
373	0.4308317479
374	0.4292751116
375	0.4282499633
376	0.4264800723
377	0.4242979678
378	0.422047362
379	0.4208392323
380	0.4190975794
381	0.4172369064
382	0.4164524175
383	0.415552281
384	0.4135360006
385	0.4122681832
386	0.4102979001
387	0.4085703475
388	0.4076709333
389	0.4057413381
390	0.4042710302
391	0.4023120682
392	0.400287733
393	0.3982494615
394	0.3965619805
395	0.3957421491
396	0.393773084
397	0.3925102853
398	0.390723045
399	0.3894123448
400	0.387958666
401	0.3868543025
402	0.3854476662
403	0.3841138499
404	0.383308775
405	0.3812831204
406	0.3793235324
407	0.3777988915
408	0.377225698
409	0.3753588623
410	0.3737110049
411	0.3715860672
412	0.3697374598
413	0.3685517021
414	0.3668044722
415	0.364859597
416	0.3630086871
417	0.3612833523
418	0.3596980036
419	0.3588543041
420	0.3573956614
421	0.3555459424
422	0.3534976664
423	0.3518378558
424	0.351157353
425	0.3504593579
426	0.349137997
427	0.3476918088
428	0.3464048226
429	0.3443773904
430	0.3430259033
431	0.3413658853
432	0.3406043866
433	0.3393167936
434	0.3377313763
435	0.3362580868
436	0.3353167338
437	0.3334324058
438	0.3320768657
439	0.3309917251
440	0.3295656604
441	0.3277433771
442	0.3268926257
443	0.3255731467
444	0.3241065298
445	0.3225322176
446	0.3217816322
447	0.3204248053
448	0.3198648602
449	0.3192202293
450	0.3186653955
451	0.3176394968
452	0.3166329006
453	0.3155091632
454	0.3145078136
455	0.3133137395
456	0.3125317915
457	0.3112356297
458	0.3098863567
459	0.3082703693
460	0.3065624978
461	0.3051061696
462	0.3039075282
463	0.3024206334
464	0.3008467046
465	0.2993086847
466	0.2978681785
467	0.2966146512
468	0.2950339414
469	0.2932262614
470	0.2917033478
471	0.2910083624
472	0.2896483233
473	0.2880904078
474	0.2875604394
475	0.2864281497
476	0.2850180354
477	0.2841127746
478	0.2830454579
479	0.2821326566
480	0.2806976381
481	0.2792455866
482	0.2781100485
483	0.2765571021
484	0.2751695368
485	0.2737680751
486	0.2731590777
487	0.2723921269
488	0.2716759534
489	0.2707480935
490	0.2692140049
491	0.2678899552
492	0.2666243683
493	0.2652627737
494	0.2642996845
495	0.262872282
496	0.2616995653
497	0.2605593085
498	0.259551527
499	0.2580955188
500	0.2573998883
501	0.2562244589
502	0.2552163387
503	0.253938412
504	0.2526114139
505	0.2521575753
506	0.2509681606
507	0.2498062776
508	0.2484175757
509	0.2471828673
510	0.2459940682
511	0.2455145725
512	0.2443915029
513	0.2431930737
514	0.2421752885
515	0.2410644311
516	0.2400073438
517	0.2387876538
518	0.2375689279
519	0.2364582428
520	0.2360121351
521	0.2349744512
522	0.2339520958
523	0.2329796998
524	0.2319508447
525	0.2308510356
526	0.2297518513
527	0.228851729
528	0.227707099
529	0.2265938869
530	0.2253170457
531	0.2242190209
532	0.2233570261
533	0.222213372
534	0.2211409385
535	0.2199802468
536	0.2189462796
537	0.218015024
538	0.2169416192
539	0.2161131455
540	0.2151454547
541	0.2143408845
542	0.2134160143
543	0.2123342109
544	0.2112188842
545	0.2101259334
546	0.2089742595
547	0.2081640563
548	0.2073459666
549	0.2064810064
550	0.2056246836
551	0.2045352571
552	0.2035747065
553	0.2028181856
554	0.2017069659
555	0.2008508865
556	0.2004879563
557	0.1993636178
558	0.1983014839
559	0.1976450742
560	0.1967679276
561	0.1957947928
562	0.195116068
563	0.194165025
564	0.1933433764
565	0.1926563088
566	0.1920269133
567	0.1913019846
568	0.1906055691
569	0.1902275254
570	0.1895394499
571	0.1888610286
572	0.1880064032
573	0.1871968515
574	0.1861976068
575	0.1854937662
576	0.185220121
577	0.1844255688
578	0.183834095
579	0.1828219775
580	0.18196286
581	0.1813694645
582	0.1804580268
583	0.179522397
584	0.1788441634
585	0.1780025663
586	0.1770319476
587	0.1764208606
588	0.1755417006
589	0.1749319601
590	0.1743508763
591	0.173572499
592	0.1727053191
593	0.1718184489
594	0.1710980094
595	0.1703028813
596	0.169565391
597	0.1688120346
598	0.1680640153
599	0.1674292091
600	0.1667017685
601	0.1657835669
602	0.1651125252
603	0.16428295
604	0.1636657045
605	0.1629139991
606	0.1624413231
607	0.1617933503
608	0.161043227
609	0.1604582447
610	0.1597336129
611	0.1589498129
612	0.1581747717
613	0.1573548882
614	0.1567982334
615	0.1560256907
616	0.1552054859
617	0.154515097
618	0.1539787852
619	0.1531826056
620	0.152353686
621	0.1516197352
622	0.1510802506
623	0.1503607664
624	0.1498779055
625	0.149217381
626	0.1484484616
627	0.1478161498
628	0.1471629079
629	0.1465745383
630	0.1459496565
631	0.1453697453
632	0.1447036004
633	0.1440642835
634	0.1434622587
635	0.1428511151
636	0.1422047797
637	0.1415430382
638	0.1408198106
639	0.1403936139
640	0.1398290991
641	0.1392224907
642	0.1386696939
643	0.1380304261
644	0.1375135893
645	0.1368390162
646	0.1362872092
647	0.1357492214
648	0.1354111644
649	0.1348462081
650	0.1342930404
651	0.1337350686
652	0.1332521304
653	0.1325258992
654	0.1320159074
655	0.1313608812
656	0.1307007668
657	0.1302703681
658	0.1296019715
659	0.1290835904
660	0.1286043878
661	0.1278532104
662	0.1272779981
663	0.1265933356
664	0.1260313099
665	0.1255647589
666	0.1248555586
667	0.1243172163
668	0.1238175509
669	0.1231412685
670	0.1226322998
671	0.1219195405
672	0.1213789344
673	0.1207662481
674	0.1201944684
675	0.1196188083
676	0.119138799
677	0.1186524389
678	0.1182083701
679	0.1177066412
680	0.1171302734
681	0.116671909
682	0.1161565191
683	0.1156503209
684	0.1152665251
685	0.1147366592
686	0.114125081
687	0.1135374286
688	0.1130878127
689	0.112686985
690	0.1122268889
691	0.1118219405
692	0.1114019735
693	0.1109778833
694	0.1105228285
695	0.1100630649
696	0.1094519921
697	0.1088647953
698	0.1083638381
699	0.1079980462
700	0.107506567
701	0.1069856904
702	0.1064881328
703	0.1060003408
704	0.1054891835
705	0.1052517537
706	0.1047984996
707	0.1042633374
708	0.1040990752
709	0.1037001277
710	0.1032210955
711	0.1028187107
712	0.1023059084
713	0.1019197786
714	0.1014611743
715	0.100967977
716	0.1005208668
717	0.1001826242
718	0.09974213585
719	0.09929358693
720	0.09900704838
721	0.09851093739
722	0.09821381576
723	0.09778709731
724	0.09730771696
725	0.09688132628
726	0.09654435631
727	0.09612160352
728	0.09577505228
729	0.09541556947
730	0.09493456042
731	0.09457016748
732	0.09431094612
733	0.09393742925
734	0.09353425968
735	0.09312420483
736	0.09270016641
737	0.0923786586
738	0.09196236621
739	0.09149213122
740	0.09109180828
741	0.09066702661
742	0.09031982639
743	0.0899324841
744	0.08956296835
745	0.08916654483
746	0.08878495253
747	0.08839053903
748	0.08800013093
749	0.08758184927
750	0.08720203504
751	0.08687217939
752	0.08642157319
753	0.08599748786
754	0.08563363026
755	0.08531149195
756	0.08493015247
757	0.08454906607
758	0.08399741501
759	0.08364020828
760	0.08318753688
761	0.08275687303
762	0.08241428247
763	0.08202123033
764	0.08163800398
765	0.08125244152
766	0.08091925405
767	0.0804985061
768	0.0801536419
769	0.07973471577
770	0.07942893508
771	0.07915334705
772	0.0788965668
773	0.0785555528
774	0.07827879628
775	0.07810472646
776	0.07769849065
777	0.07737081228
778	0.07701757481
779	0.07658853137
780	0.07625568685
781	0.07588342775
782	0.07554605618
783	0.07519086233
784	0.07487801055
785	0.07464655228
786	0.0743673179
787	0.07400412733
788	0.07366821375
789	0.07335465042
790	0.07304033999
791	0.07274087634
792	0.07244114427
793	0.07212636744
794	0.07182277122
795	0.07149129859
796	0.07124414713
797	0.07097709182
798	0.07069972742
799	0.07041631957
800	0.07016380595
801	0.06982720221
802	0.06957769024
803	0.0692914811
804	0.06900662599
805	0.06889657102
806	0.0686107364
807	0.06834935261
808	0.06803061064
809	0.06767515512
810	0.06748569907
811	0.06732170846
812	0.06703903522
813	0.06679052934
814	0.06651053295
815	0.06620945487
816	0.06597809921
817	0.06565592585
818	0.06541180908
819	0.06512187203
820	0.06487707922
821	0.06458243046
822	0.06434783357
823	0.06403762404
824	0.06374943239
825	0.06352030965
826	0.06327281812
827	0.06301486167
828	0.06278554563
829	0.06250885303
830	0.06213087562
831	0.06185636451
832	0.06157674783
833	0.06127913629
834	0.06108499907
835	0.06080677672
836	0.06056742065
837	0.06031811993
838	0.06001781507
839	0.05981775958
840	0.05952778773
841	0.05923036555
842	0.05899178872
843	0.05874662433
844	0.05851216412
845	0.0582605583
846	0.05803739377
847	0.0578131424
848	0.05751006155
849	0.05730008529
850	0.0570345988
851	0.05680649701
852	0.05654498183
853	0.05624652728
854	0.05594194714
855	0.05569233654
856	0.05546430403
857	0.0551951797
858	0.05495543962
859	0.0547340883
860	0.05457073011
861	0.05426431581
862	0.05418687637
863	0.05400916685
864	0.05383772374
865	0.05365743147
866	0.05338958835
867	0.05315830525
868	0.0529058172
869	0.05268380981
870	0.05242056514
871	0.05217004234
872	0.05192676395
873	0.0516899808
874	0.05147484798
875	0.05128705097
876	0.0510838036
877	0.05089519623
878	0.05066429725
879	0.05045696365
880	0.05021102546
881	0.05005959338
882	0.0499682181
883	0.04968449375
884	0.04952723232
885	0.04928314061
886	0.04904222999
887	0.04886958237
888	0.04869618973
889	0.04844132852
890	0.04822083365
891	0.04801044386
892	0.04781196065
893	0.04760912651
894	0.04736104959
895	0.04720477623
896	0.04706863516
897	0.04683866381
898	0.04659733734
899	0.0464031525
900	0.04627246131
901	0.04606803639
902	0.04589956613
903	0.0457128919
904	0.04550843777
905	0.04534988139
906	0.04513944633
907	0.04490363202
908	0.04472868646
909	0.04449011552
910	0.04436447748
911	0.04413123855
912	0.04392404979
913	0.04374208066
914	0.0435855704
915	0.0434249494
916	0.04322402428
917	0.04306692698
918	0.04291882382
919	0.04271220466
920	0.04247909237
921	0.04231216459
922	0.0421159858
923	0.04197602916
924	0.04182752561
925	0.04167139164
926	0.04161237176
927	0.0414530053
928	0.0412958652
929	0.04113259698
930	0.04094770911
931	0.04081707277
932	0.04063245993
933	0.04042765403
934	0.04028049724
935	0.04011759389
936	0.03996525657
937	0.03979292722
938	0.03959953793
939	0.03937960638
940	0.03921269455
941	0.03901423706
942	0.0388425925
943	0.03869567726
944	0.038548234
945	0.03840140216
946	0.03829525944
947	0.03818177432
948	0.03798978898
949	0.03782963338
950	0.03771382745
951	0.0375544096
952	0.03739814225
953	0.03725329533
954	0.03713768546
955	0.03698445127
956	0.03685232818
957	0.03664990518
958	0.03650628789
959	0.03635558442
960	0.0362328084
961	0.03607055504
962	0.03586754314
963	0.03570442573
964	0.03554034177
965	0.03539324308
966	0.03522965348
967	0.03510346413
968	0.03496673702
969	0.03483433029
970	0.03471728776
971	0.03453251615
972	0.03435874924
973	0.03421356196
974	0.03410768944
975	0.03396537309
976	0.03380560107
977	0.03366606268
978	0.03351681005
979	0.03338737343
980	0.03325746866
981	0.03315795862
982	0.03299488363
983	0.03284452803
984	0.03267768115
985	0.03257604012
986	0.03244307716
987	0.03230359376
988	0.03216885941
989	0.03201239771
990	0.03187878711
991	0.03170780352
992	0.03155714732
993	0.03142911974
994	0.0313212525
995	0.03120355835
996	0.03109632431
997	0.03100180271
998	0.03087287972
999	0.03075926545
1000	0.0306054425
1001	0.03045929411
1002	0.03032383926
1003	0.03017886605
1004	0.03006571233
1005	0.02992492737
1006	0.0298103231
1007	0.02966644463
1008	0.02956555234
1009	0.02943520893
1010	0.02933776444
1011	0.02919615151
1012	0.02905033013
1013	0.02892936796
1014	0.02880274545
1015	0.02866385781
1016	0.02851869387
1017	0.02838264637
1018	0.02823875174
1019	0.02819513826
1020	0.02805117748
1021	0.02797074965
1022	0.0278505674
1023	0.0277113844
1024	0.02757451964
1025	0.02745881081
1026	0.02732725124
1027	0.02723913396
1028	0.0270946484
1029	0.02697512568
1030	0.0268609094
1031	0.02673344413
1032	0.02662365814
1033	0.02652274732
1034	0.02641279345
1035	0.02628516594
1036	0.02619307714
1037	0.02609519994
1038	0.02598660427
1039	0.02587162474
1040	0.02575554922
1041	0.02564266311
1042	0.0255486811
1043	0.02545509881
1044	0.02534052776
1045	0.02522962059
1046	0.02509432189
1047	0.0249894095
1048	0.02493095668
1049	0.02481642569
1050	0.02471858704
1051	0.02461060285
1052	0.02457820228
1053	0.02446829182
1054	0.02436669097
1055	0.02428549418
1056	0.02417451606
1057	0.02406767521
1058	0.02395593698
1059	0.02384793187
1060	0.02376067659
1061	0.02365019022
1062	0.02355089529
1063	0.02345234178
1064	0.02334146836
1065	0.02321481578
1066	0.02311605496
1067	0.02300777465
1068	0.02290516642
1069	0.02283917418
1070	0.0227339969
1071	0.02262325008
1072	0.02258321892
1073	0.02247959484
1074	0.02239909757
1075	0.02230870594
1076	0.02223629453
1077	0.02215940236
1078	0.02204516222
1079	0.02195454612
1080	0.02187529666
1081	0.02180080652
1082	0.02171870551
1083	0.02164446953
1084	0.0215387044
1085	0.02142768706
1086	0.02133142008
1087	0.02124309294
1088	0.02117064135
1089	0.02108846955
1090	0.02099787904
1091	0.0208970963
1092	0.02080371681
1093	0.02072894164
1094	0.02063276325
1095	0.02055034133
1096	0.02045008732
1097	0.02037375236
1098	0.02031405768
1099	0.02022356484
1100	0.02014073795
1101	0.0200530376
1102	0.01999380889
1103	0.01990234194
1104	0.01981212267
1105	0.01972118053
1106	0.01963189093
1107	0.01954059519
1108	0.0194680227
1109	0.01937976602
1110	0.01927978917
1111	0.01919803861
1112	0.01908850801
1113	0.01901578706
1114	0.0189345463
1115	0.01884921171
1116	0.01877402269
1117	0.01869837951
1118	0.01861951332
1119	0.01852621068
1120	0.01843369638
1121	0.01834809045
1122	0.01827130572
1123	0.01819222594
1124	0.01811549714
1125	0.01802931174
1126	0.01795728286
1127	0.01786664353
1128	0.01778947852
1129	0.01770720249
1130	0.01763521835
1131	0.01755802044
1132	0.01746665302
1133	0.01737988668
1134	0.01730690349
1135	0.01724218642
1136	0.01716517062
1137	0.0170980312
1138	0.01701382044
1139	0.01692401198
1140	0.01685644388
1141	0.01678847985
1142	0.01672084079
1143	0.01665567647
1144	0.01659110258
1145	0.01652442703
1146	0.01645487253
1147	0.01637661546
1148	0.01630965705
1149	0.01622722912
1150	0.01616000263
1151	0.01608445137
1152	0.01602193476
1153	0.01595294608
1154	0.01589289741
1155	0.0158216612
1156	0.01574964366
1157	0.01566702669
1158	0.01560514668
1159	0.01554283415
1160	0.01547514323
1161	0.01540248229
1162	0.01533910958
1163	0.01528136677
1164	0.01521764405
1165	0.01515718073
1166	0.01509410742
1167	0.01502615782
1168	0.01495178893
1169	0.01486780963
1170	0.01480852303
1171	0.01474214588
1172	0.01466719463
1173	0.01459605862
1174	0.01452560704
1175	0.01446625761
1176	0.0143951055
1177	0.01434075412
1178	0.01428361391
1179	0.01422360658
1180	0.01417615341
1181	0.01411607479
1182	0.01405876177
1183	0.01399161657
1184	0.0139291598
1185	0.01387565811
1186	0.0138263059
1187	0.01379504957
1188	0.01374093985
1189	0.01368778412
1190	0.01363163575
1191	0.01358331364
1192	0.01352763696
1193	0.01347442445
1194	0.01341562262
1195	0.01337608694
1196	0.01331514908
1197	0.01327766636
1198	0.01321013244
1199	0.01314576683
